GeographyCode,DateCode,Measurement,Units,Value,Variable
S08000020,2020-03-30,Count,COVID-19 patients in hospital - Confirmed,20,COVID-19 patients in hospital - Confirmed
S08000020,2020-03-31,Count,COVID-19 patients in hospital - Confirmed,28,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-01,Count,COVID-19 patients in hospital - Confirmed,31,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-02,Count,COVID-19 patients in hospital - Confirmed,30,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-03,Count,COVID-19 patients in hospital - Confirmed,45,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-04,Count,COVID-19 patients in hospital - Confirmed,44,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-05,Count,COVID-19 patients in hospital - Confirmed,53,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-06,Count,COVID-19 patients in hospital - Confirmed,61,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-07,Count,COVID-19 patients in hospital - Confirmed,61,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-08,Count,COVID-19 patients in hospital - Confirmed,62,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-09,Count,COVID-19 patients in hospital - Confirmed,72,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-10,Count,COVID-19 patients in hospital - Confirmed,72,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-11,Count,COVID-19 patients in hospital - Confirmed,73,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-12,Count,COVID-19 patients in hospital - Confirmed,78,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-13,Count,COVID-19 patients in hospital - Confirmed,77,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-14,Count,COVID-19 patients in hospital - Confirmed,78,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-15,Count,COVID-19 patients in hospital - Confirmed,73,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-16,Count,COVID-19 patients in hospital - Confirmed,71,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-17,Count,COVID-19 patients in hospital - Confirmed,69,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-18,Count,COVID-19 patients in hospital - Confirmed,75,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-19,Count,COVID-19 patients in hospital - Confirmed,72,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-20,Count,COVID-19 patients in hospital - Confirmed,73,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-21,Count,COVID-19 patients in hospital - Confirmed,75,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-22,Count,COVID-19 patients in hospital - Confirmed,68,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-23,Count,COVID-19 patients in hospital - Confirmed,71,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-24,Count,COVID-19 patients in hospital - Confirmed,71,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-25,Count,COVID-19 patients in hospital - Confirmed,69,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-26,Count,COVID-19 patients in hospital - Confirmed,71,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-27,Count,COVID-19 patients in hospital - Confirmed,73,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-28,Count,COVID-19 patients in hospital - Confirmed,71,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-29,Count,COVID-19 patients in hospital - Confirmed,80,COVID-19 patients in hospital - Confirmed
S08000020,2020-04-30,Count,COVID-19 patients in hospital - Confirmed,85,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-01,Count,COVID-19 patients in hospital - Confirmed,90,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-02,Count,COVID-19 patients in hospital - Confirmed,94,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-03,Count,COVID-19 patients in hospital - Confirmed,98,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-04,Count,COVID-19 patients in hospital - Confirmed,99,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-05,Count,COVID-19 patients in hospital - Confirmed,97,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-06,Count,COVID-19 patients in hospital - Confirmed,94,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-07,Count,COVID-19 patients in hospital - Confirmed,93,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-08,Count,COVID-19 patients in hospital - Confirmed,89,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-09,Count,COVID-19 patients in hospital - Confirmed,91,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-10,Count,COVID-19 patients in hospital - Confirmed,92,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-11,Count,COVID-19 patients in hospital - Confirmed,99,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-12,Count,COVID-19 patients in hospital - Confirmed,99,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-13,Count,COVID-19 patients in hospital - Confirmed,97,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-14,Count,COVID-19 patients in hospital - Confirmed,98,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-15,Count,COVID-19 patients in hospital - Confirmed,96,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-16,Count,COVID-19 patients in hospital - Confirmed,92,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-17,Count,COVID-19 patients in hospital - Confirmed,89,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-18,Count,COVID-19 patients in hospital - Confirmed,88,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-19,Count,COVID-19 patients in hospital - Confirmed,84,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-20,Count,COVID-19 patients in hospital - Confirmed,80,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-21,Count,COVID-19 patients in hospital - Confirmed,72,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-22,Count,COVID-19 patients in hospital - Confirmed,68,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-23,Count,COVID-19 patients in hospital - Confirmed,70,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-24,Count,COVID-19 patients in hospital - Confirmed,72,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-25,Count,COVID-19 patients in hospital - Confirmed,71,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-26,Count,COVID-19 patients in hospital - Confirmed,66,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-27,Count,COVID-19 patients in hospital - Confirmed,69,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-28,Count,COVID-19 patients in hospital - Confirmed,65,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-29,Count,COVID-19 patients in hospital - Confirmed,65,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-30,Count,COVID-19 patients in hospital - Confirmed,66,COVID-19 patients in hospital - Confirmed
S08000020,2020-05-31,Count,COVID-19 patients in hospital - Confirmed,66,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-01,Count,COVID-19 patients in hospital - Confirmed,69,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-02,Count,COVID-19 patients in hospital - Confirmed,64,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-03,Count,COVID-19 patients in hospital - Confirmed,64,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-04,Count,COVID-19 patients in hospital - Confirmed,66,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-05,Count,COVID-19 patients in hospital - Confirmed,63,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-06,Count,COVID-19 patients in hospital - Confirmed,62,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-07,Count,COVID-19 patients in hospital - Confirmed,60,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-08,Count,COVID-19 patients in hospital - Confirmed,60,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-09,Count,COVID-19 patients in hospital - Confirmed,62,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-10,Count,COVID-19 patients in hospital - Confirmed,60,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-11,Count,COVID-19 patients in hospital - Confirmed,60,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-12,Count,COVID-19 patients in hospital - Confirmed,58,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-13,Count,COVID-19 patients in hospital - Confirmed,56,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-14,Count,COVID-19 patients in hospital - Confirmed,56,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-15,Count,COVID-19 patients in hospital - Confirmed,56,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-16,Count,COVID-19 patients in hospital - Confirmed,58,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-17,Count,COVID-19 patients in hospital - Confirmed,55,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-18,Count,COVID-19 patients in hospital - Confirmed,50,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-19,Count,COVID-19 patients in hospital - Confirmed,48,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-20,Count,COVID-19 patients in hospital - Confirmed,46,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-21,Count,COVID-19 patients in hospital - Confirmed,47,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-22,Count,COVID-19 patients in hospital - Confirmed,42,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-23,Count,COVID-19 patients in hospital - Confirmed,43,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-24,Count,COVID-19 patients in hospital - Confirmed,47,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-25,Count,COVID-19 patients in hospital - Confirmed,49,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-26,Count,COVID-19 patients in hospital - Confirmed,46,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-27,Count,COVID-19 patients in hospital - Confirmed,46,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-28,Count,COVID-19 patients in hospital - Confirmed,47,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-29,Count,COVID-19 patients in hospital - Confirmed,47,COVID-19 patients in hospital - Confirmed
S08000020,2020-06-30,Count,COVID-19 patients in hospital - Confirmed,45,COVID-19 patients in hospital - Confirmed
S08000020,2020-07-01,Count,COVID-19 patients in hospital - Confirmed,45,COVID-19 patients in hospital - Confirmed
S08000020,2020-07-02,Count,COVID-19 patients in hospital - Confirmed,43,COVID-19 patients in hospital - Confirmed
S08000020,2020-07-03,Count,COVID-19 patients in hospital - Confirmed,39,COVID-19 patients in hospital - Confirmed
S08000020,2020-07-04,Count,COVID-19 patients in hospital - Confirmed,39,COVID-19 patients in hospital - Confirmed
S08000020,2020-07-05,Count,COVID-19 patients in hospital - Confirmed,38,COVID-19 patients in hospital - Confirmed
S08000020,2020-07-06,Count,COVID-19 patients in hospital - Confirmed,37,COVID-19 patients in hospital - Confirmed
S08000031,2020-03-26,Count,COVID-19 patients in hospital - Confirmed,125,COVID-19 patients in hospital - Confirmed
S08000031,2020-03-27,Count,COVID-19 patients in hospital - Confirmed,153,COVID-19 patients in hospital - Confirmed
S08000031,2020-03-28,Count,COVID-19 patients in hospital - Confirmed,200,COVID-19 patients in hospital - Confirmed
S08000031,2020-03-29,Count,COVID-19 patients in hospital - Confirmed,213,COVID-19 patients in hospital - Confirmed
S08000031,2020-03-30,Count,COVID-19 patients in hospital - Confirmed,226,COVID-19 patients in hospital - Confirmed
S08000031,2020-03-31,Count,COVID-19 patients in hospital - Confirmed,287,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-01,Count,COVID-19 patients in hospital - Confirmed,331,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-02,Count,COVID-19 patients in hospital - Confirmed,347,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-03,Count,COVID-19 patients in hospital - Confirmed,404,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-04,Count,COVID-19 patients in hospital - Confirmed,421,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-05,Count,COVID-19 patients in hospital - Confirmed,458,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-06,Count,COVID-19 patients in hospital - Confirmed,476,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-07,Count,COVID-19 patients in hospital - Confirmed,534,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-08,Count,COVID-19 patients in hospital - Confirmed,555,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-09,Count,COVID-19 patients in hospital - Confirmed,563,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-10,Count,COVID-19 patients in hospital - Confirmed,571,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-11,Count,COVID-19 patients in hospital - Confirmed,590,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-12,Count,COVID-19 patients in hospital - Confirmed,597,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-13,Count,COVID-19 patients in hospital - Confirmed,583,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-14,Count,COVID-19 patients in hospital - Confirmed,594,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-15,Count,COVID-19 patients in hospital - Confirmed,598,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-16,Count,COVID-19 patients in hospital - Confirmed,606,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-17,Count,COVID-19 patients in hospital - Confirmed,580,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-18,Count,COVID-19 patients in hospital - Confirmed,593,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-19,Count,COVID-19 patients in hospital - Confirmed,593,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-20,Count,COVID-19 patients in hospital - Confirmed,603,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-21,Count,COVID-19 patients in hospital - Confirmed,583,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-22,Count,COVID-19 patients in hospital - Confirmed,574,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-23,Count,COVID-19 patients in hospital - Confirmed,564,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-24,Count,COVID-19 patients in hospital - Confirmed,561,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-25,Count,COVID-19 patients in hospital - Confirmed,557,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-26,Count,COVID-19 patients in hospital - Confirmed,557,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-27,Count,COVID-19 patients in hospital - Confirmed,557,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-28,Count,COVID-19 patients in hospital - Confirmed,542,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-29,Count,COVID-19 patients in hospital - Confirmed,555,COVID-19 patients in hospital - Confirmed
S08000031,2020-04-30,Count,COVID-19 patients in hospital - Confirmed,548,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-01,Count,COVID-19 patients in hospital - Confirmed,538,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-02,Count,COVID-19 patients in hospital - Confirmed,530,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-03,Count,COVID-19 patients in hospital - Confirmed,526,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-04,Count,COVID-19 patients in hospital - Confirmed,533,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-05,Count,COVID-19 patients in hospital - Confirmed,523,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-06,Count,COVID-19 patients in hospital - Confirmed,509,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-07,Count,COVID-19 patients in hospital - Confirmed,506,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-08,Count,COVID-19 patients in hospital - Confirmed,502,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-09,Count,COVID-19 patients in hospital - Confirmed,496,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-10,Count,COVID-19 patients in hospital - Confirmed,492,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-11,Count,COVID-19 patients in hospital - Confirmed,497,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-12,Count,COVID-19 patients in hospital - Confirmed,496,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-13,Count,COVID-19 patients in hospital - Confirmed,486,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-14,Count,COVID-19 patients in hospital - Confirmed,473,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-15,Count,COVID-19 patients in hospital - Confirmed,460,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-16,Count,COVID-19 patients in hospital - Confirmed,433,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-17,Count,COVID-19 patients in hospital - Confirmed,432,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-18,Count,COVID-19 patients in hospital - Confirmed,434,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-19,Count,COVID-19 patients in hospital - Confirmed,428,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-20,Count,COVID-19 patients in hospital - Confirmed,412,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-21,Count,COVID-19 patients in hospital - Confirmed,400,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-22,Count,COVID-19 patients in hospital - Confirmed,389,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-23,Count,COVID-19 patients in hospital - Confirmed,379,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-24,Count,COVID-19 patients in hospital - Confirmed,379,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-25,Count,COVID-19 patients in hospital - Confirmed,384,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-26,Count,COVID-19 patients in hospital - Confirmed,382,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-27,Count,COVID-19 patients in hospital - Confirmed,378,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-28,Count,COVID-19 patients in hospital - Confirmed,369,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-29,Count,COVID-19 patients in hospital - Confirmed,354,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-30,Count,COVID-19 patients in hospital - Confirmed,343,COVID-19 patients in hospital - Confirmed
S08000031,2020-05-31,Count,COVID-19 patients in hospital - Confirmed,338,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-01,Count,COVID-19 patients in hospital - Confirmed,338,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-02,Count,COVID-19 patients in hospital - Confirmed,332,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-03,Count,COVID-19 patients in hospital - Confirmed,332,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-04,Count,COVID-19 patients in hospital - Confirmed,317,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-05,Count,COVID-19 patients in hospital - Confirmed,311,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-06,Count,COVID-19 patients in hospital - Confirmed,294,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-07,Count,COVID-19 patients in hospital - Confirmed,295,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-08,Count,COVID-19 patients in hospital - Confirmed,301,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-09,Count,COVID-19 patients in hospital - Confirmed,289,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-10,Count,COVID-19 patients in hospital - Confirmed,279,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-11,Count,COVID-19 patients in hospital - Confirmed,272,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-12,Count,COVID-19 patients in hospital - Confirmed,260,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-13,Count,COVID-19 patients in hospital - Confirmed,255,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-14,Count,COVID-19 patients in hospital - Confirmed,255,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-15,Count,COVID-19 patients in hospital - Confirmed,262,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-16,Count,COVID-19 patients in hospital - Confirmed,255,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-17,Count,COVID-19 patients in hospital - Confirmed,256,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-18,Count,COVID-19 patients in hospital - Confirmed,249,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-19,Count,COVID-19 patients in hospital - Confirmed,241,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-20,Count,COVID-19 patients in hospital - Confirmed,234,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-21,Count,COVID-19 patients in hospital - Confirmed,234,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-22,Count,COVID-19 patients in hospital - Confirmed,236,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-23,Count,COVID-19 patients in hospital - Confirmed,237,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-24,Count,COVID-19 patients in hospital - Confirmed,226,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-25,Count,COVID-19 patients in hospital - Confirmed,215,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-26,Count,COVID-19 patients in hospital - Confirmed,215,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-27,Count,COVID-19 patients in hospital - Confirmed,208,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-28,Count,COVID-19 patients in hospital - Confirmed,206,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-29,Count,COVID-19 patients in hospital - Confirmed,208,COVID-19 patients in hospital - Confirmed
S08000031,2020-06-30,Count,COVID-19 patients in hospital - Confirmed,204,COVID-19 patients in hospital - Confirmed
S08000031,2020-07-01,Count,COVID-19 patients in hospital - Confirmed,199,COVID-19 patients in hospital - Confirmed
S08000031,2020-07-02,Count,COVID-19 patients in hospital - Confirmed,197,COVID-19 patients in hospital - Confirmed
S08000031,2020-07-03,Count,COVID-19 patients in hospital - Confirmed,192,COVID-19 patients in hospital - Confirmed
S08000031,2020-07-04,Count,COVID-19 patients in hospital - Confirmed,197,COVID-19 patients in hospital - Confirmed
S08000031,2020-07-05,Count,COVID-19 patients in hospital - Confirmed,198,COVID-19 patients in hospital - Confirmed
S08000031,2020-07-06,Count,COVID-19 patients in hospital - Confirmed,201,COVID-19 patients in hospital - Confirmed
S08000022,2020-03-26,Count,COVID-19 patients in hospital - Confirmed,7,COVID-19 patients in hospital - Confirmed
S08000022,2020-03-27,Count,COVID-19 patients in hospital - Confirmed,6,COVID-19 patients in hospital - Confirmed
S08000022,2020-03-28,Count,COVID-19 patients in hospital - Confirmed,7,COVID-19 patients in hospital - Confirmed
S08000022,2020-03-29,Count,COVID-19 patients in hospital - Confirmed,11,COVID-19 patients in hospital - Confirmed
S08000022,2020-03-30,Count,COVID-19 patients in hospital - Confirmed,8,COVID-19 patients in hospital - Confirmed
S08000022,2020-03-31,Count,COVID-19 patients in hospital - Confirmed,11,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-01,Count,COVID-19 patients in hospital - Confirmed,10,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-02,Count,COVID-19 patients in hospital - Confirmed,16,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-03,Count,COVID-19 patients in hospital - Confirmed,17,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-04,Count,COVID-19 patients in hospital - Confirmed,24,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-05,Count,COVID-19 patients in hospital - Confirmed,35,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-06,Count,COVID-19 patients in hospital - Confirmed,34,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-07,Count,COVID-19 patients in hospital - Confirmed,35,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-08,Count,COVID-19 patients in hospital - Confirmed,34,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-09,Count,COVID-19 patients in hospital - Confirmed,30,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-10,Count,COVID-19 patients in hospital - Confirmed,42,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-11,Count,COVID-19 patients in hospital - Confirmed,39,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-12,Count,COVID-19 patients in hospital - Confirmed,40,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-13,Count,COVID-19 patients in hospital - Confirmed,46,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-14,Count,COVID-19 patients in hospital - Confirmed,43,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-15,Count,COVID-19 patients in hospital - Confirmed,49,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-16,Count,COVID-19 patients in hospital - Confirmed,49,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-17,Count,COVID-19 patients in hospital - Confirmed,49,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-18,Count,COVID-19 patients in hospital - Confirmed,46,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-19,Count,COVID-19 patients in hospital - Confirmed,45,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-20,Count,COVID-19 patients in hospital - Confirmed,46,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-21,Count,COVID-19 patients in hospital - Confirmed,43,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-22,Count,COVID-19 patients in hospital - Confirmed,39,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-23,Count,COVID-19 patients in hospital - Confirmed,39,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-24,Count,COVID-19 patients in hospital - Confirmed,26,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-25,Count,COVID-19 patients in hospital - Confirmed,32,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-26,Count,COVID-19 patients in hospital - Confirmed,33,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-27,Count,COVID-19 patients in hospital - Confirmed,32,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-28,Count,COVID-19 patients in hospital - Confirmed,27,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-29,Count,COVID-19 patients in hospital - Confirmed,19,COVID-19 patients in hospital - Confirmed
S08000022,2020-04-30,Count,COVID-19 patients in hospital - Confirmed,15,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-01,Count,COVID-19 patients in hospital - Confirmed,8,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-02,Count,COVID-19 patients in hospital - Confirmed,13,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-03,Count,COVID-19 patients in hospital - Confirmed,13,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-04,Count,COVID-19 patients in hospital - Confirmed,11,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-05,Count,COVID-19 patients in hospital - Confirmed,11,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-06,Count,COVID-19 patients in hospital - Confirmed,13,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-07,Count,COVID-19 patients in hospital - Confirmed,12,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-08,Count,COVID-19 patients in hospital - Confirmed,9,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-09,Count,COVID-19 patients in hospital - Confirmed,10,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-10,Count,COVID-19 patients in hospital - Confirmed,9,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-11,Count,COVID-19 patients in hospital - Confirmed,9,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-12,Count,COVID-19 patients in hospital - Confirmed,6,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-13,Count,COVID-19 patients in hospital - Confirmed,5,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-14,Count,COVID-19 patients in hospital - Confirmed,5,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-15,Count,COVID-19 patients in hospital - Confirmed,5,COVID-19 patients in hospital - Confirmed
S08000022,2020-05-16,Count,COVID-19 patients in hospital - Confirmed,7,COVID-19 patients in hospital - Confirmed
